800	0.59459	0.00672942	0.528086	0.00684235
900	0.598072	0.00687687	0.531773	0.00699892
1100	0.650329	0.00694621	0.589646	0.00716517
1200	0.644297	0.00650921	0.582178	0.00670602
1300	0.671221	0.00691811	0.5964	0.00722515
1400	0.657492	0.00656065	0.586583	0.00680809
1500	0.656059	0.00475951	0.57695	0.00495009
1600	0.652436	0.00711932	0.574877	0.00739089
1700	0.657604	0.00691558	0.572642	0.00720973
1800	0.651996	0.00650506	0.567512	0.00676568
1900	0.653185	0.00654332	0.571915	0.0068024
2000	0.644442	0.00478586	0.563275	0.00495881
